SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM
100427,United States of America,11717,PILGRIM PSYCHIATRIC CENTER,NY,WEST BRENTWOOD,998 CROOKE,ED HILL ROAD,AD,SUFFOLK,(631) 761-3500,Psychiatric,Government - State,50472
100428,United States of America,11743,HUNTINGTON HOSPITAL,NY,HUNTINGTON,270 PARK A,AVENUE,,SUFFOLK,(631) 351-2000,Acute Care Hospitals,Voluntary non-profit - Private,70613
100429,United States of America,11746,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,NY,DIX HILLS,197 HALF  , HOLLOW ROAD,AD,SUFFOLK,(631) 370-1701,Psychiatric,Government - State,10996
100430,United States of America,11772,LONG ISLAND COMMUNITY HOSPITAL,NY,PATCHOGUE,101 HOSPIT,TAL ROAD,,SUFFOLK,(631) 654-7100,Acute Care Hospitals,Voluntary non-profit - Private,37340
100431,United States of America,11777,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,PORT JEFFERSON,75 NORTH C,COUNTRY ROAD,AD,SUFFOLK,(631) 473-1320,Acute Care Hospitals,Voluntary non-profit - Private,15414
100432,United States of America,11777,ST CHARLES HOSPITAL,NY,PORT JEFFERSON,200 BELLE , TERRE ROAD,D,SUFFOLK,(631) 474-6000,Acute Care Hospitals,Voluntary non-profit - Private,60157
100433,United States of America,11787,ST CATHERINE OF SIENA HOSPITAL,NY,SMITHTOWN,50 ROUTE 2,25A,,SUFFOLK,(631) 862-3000,Acute Care Hospitals,Voluntary non-profit - Private,58671
100434,United States of America,11794,STONY BROOK UNIVERSITY HOSPITAL,NY,STONY BROOK,HEALTH SCI,IENCES CENTER SUNY,TER SUNY,SUFFOLK,(631) 444-4000,Acute Care Hospitals,Government - State,61135
100435,United States of America,11795,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,WEST ISLIP,1000 MONTA,AUK HIGHWAY,Y,SUFFOLK,(631) 376-3000,Acute Care Hospitals,Voluntary non-profit - Church,52170
100436,United States of America,11803,PLAINVIEW HOSPITAL,NY,PLAINVIEW,888 OLD CO,OUNTRY ROAD,D,NASSAU,(516) 719-3000,Acute Care Hospitals,Voluntary non-profit - Private,36729
100437,United States of America,11901,PECONIC BAY MEDICAL CENTER,NY,RIVERHEAD,1300 ROANO,OKE AVENUE,,SUFFOLK,(631) 548-6000,Acute Care Hospitals,Voluntary non-profit - Private,91337
100438,United States of America,11944,STONY BROOK EASTERN LONG ISLAND HOSPITAL,NY,GREENPORT,201 MANOR , PLACE,,SUFFOLK,(631) 477-1000,Acute Care Hospitals,Voluntary non-profit - Private,60371
100439,United States of America,12010,ST MARY'S HEALTHCARE,NY,AMSTERDAM,427 GUY PA,ARK AVENUE,,MONTGOMERY,(518) 841-7101,Acute Care Hospitals,Voluntary non-profit - Private,22779
100440,United States of America,12043,COBLESKILL REGIONAL HOSPITAL,NY,COBLESKILL,178 GRANDV,VIEW DRIVE,,SCHOHARIE,(518) 254-3456,Critical Access Hospitals,Voluntary non-profit - Private,49469
100441,United States of America,12078,NATHAN LITTAUER HOSPITAL,NY,GLOVERSVILLE,99 EAST ST,TATE STREET,T,FULTON,(518) 725-8621,Acute Care Hospitals,Voluntary non-profit - Private,26142
100442,United States of America,12180,SAMARITAN HOSPITAL,NY,TROY,2215 BURDE,ETT AVENUE,,RENSSELAER,(518) 427-3402,Acute Care Hospitals,Voluntary non-profit - Private,28197
100443,United States of America,12180,SAMARITAN HOSPITAL-ST MARY'S CAMPUS,NY,TROY,1300 MASSA,ACHUSETTS AVENUE,AVENUE,RENSSELAER,(518) 268-5000,Acute Care Hospitals,Voluntary non-profit - Private,45455
100444,United States of America,12180,THE BURDETT CARE CENTER,NY,TROY,2215 BURDE,ETT AVE,,RENSSELAER,(518) 271-3655,Acute Care Hospitals,Voluntary non-profit - Private,80044
100445,United States of America,12204,ALBANY MEMORIAL HOSPITAL,NY,ALBANY,600 NORTHE,ERN BOULEVARD,ARD,ALBANY,(518) 471-3490,Acute Care Hospitals,Voluntary non-profit - Private,49935
100446,United States of America,12208,ALBANY MEDICAL CENTER HOSPITAL,NY,ALBANY,43 NEW SCO,"OTLAND AVENUE, MAIL ","NUE, MAIL CODE 34",ALBANY,(518) 262-2400,Acute Care Hospitals,Voluntary non-profit - Private,54024
100447,United States of America,12208,CAPITAL DISTRICT PSYCH CENTER,NY,ALBANY,75 NEW SCO,OTLAND AVE,,ALBANY,(845) 398-5566,Psychiatric,Government - State,70215
100448,United States of America,12208,ST PETER'S HOSPITAL,NY,ALBANY,315 SOUTH , MANNING BOULEVARD,OULEVARD,ALBANY,(518) 525-1550,Acute Care Hospitals,Voluntary non-profit - Private,87353
100449,United States of America,12308,ELLIS HOSPITAL,NY,SCHENECTADY,1101 NOTT , STREET,,SCHENECTADY,(518) 243-4000,Acute Care Hospitals,Voluntary non-profit - Private,18182
100450,United States of America,12308,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,NY,SCHENECTADY,1270 BELMO,ONT AVENUE,,SCHENECTADY,(518) 386-3580,Acute Care Hospitals,Voluntary non-profit - Private,89853
100451,United States of America,12401,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,KINGSTON,396 BROADW,WAY,,ULSTER,(914) 331-3131,Acute Care Hospitals,Voluntary non-profit - Private,47181
100452,United States of America,12401,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,NY,KINGSTON,105 MARY'S,S AVENUE,,ULSTER,(845) 338-2500,Acute Care Hospitals,Voluntary non-profit - Church,28152
100453,United States of America,12428,ELLENVILLE REGIONAL HOSPITAL,NY,ELLENVILLE,10 HEALTHY,Y WAY,,ULSTER,(845) 647-6400,Critical Access Hospitals,Voluntary non-profit - Private,61077
100454,United States of America,12455,MARGARETVILLE MEMORIAL HOSPITAL,NY,MARGARETVILLE,42084 STAT,TE HIGHWAY 28, 28,DELAWARE,(845) 586-2631,Critical Access Hospitals,Voluntary non-profit - Private,49733
100455,United States of America,12534,COLUMBIA MEMORIAL HOSPITAL,NY,HUDSON,71 PROSPEC,CT AVENUE,,COLUMBIA,(518) 828-7601,Acute Care Hospitals,Voluntary non-profit - Private,19127
100456,United States of America,12550,ST LUKE'S CORNWALL HOSPITAL,NY,NEWBURGH,70 DUBOIS , STREET,,ORANGE,(845) 561-4400,Acute Care Hospitals,Voluntary non-profit - Other,50969
100457,United States of America,12572,NORTHERN DUTCHESS HOSPITAL,NY,RHINEBECK,6511 SPRIN,NGBROOK AVENUE,ENUE,DUTCHESS,(845) 871-3391,Acute Care Hospitals,Voluntary non-profit - Private,20629
100458,United States of America,12601,VASSAR BROTHERS MEDICAL CENTER,NY,POUGHKEEPSIE,45 READE P,PLACE,,DUTCHESS,(845) 454-8500,Acute Care Hospitals,Voluntary non-profit - Private,72059
100459,United States of America,12723,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,NY,CALLICOON,8081 ROUTE,E 97,,SULLIVAN,(845) 887-5530,Critical Access Hospitals,Government - Federal,50663
100460,United States of America,12742,CATSKILL REGIONAL MEDICAL CENTER,NY,HARRIS,68 HARRIS , BUSHVILLE ROAD, ROAD,SULLIVAN,(845) 794-3300,Acute Care Hospitals,Voluntary non-profit - Private,52345
100461,United States of America,12771,BON SECOURS COMMUNITY HOSPITAL,NY,PORT JERVIS,160 EAST M,MAIN STREET,T,ORANGE,(845) 856-5351,Acute Care Hospitals,Voluntary non-profit - Church,27876
100462,United States of America,12801,GLENS FALLS HOSPITAL,NY,GLENS FALLS,100 PARK S,STREET,,WARREN,(518) 926-1000,Acute Care Hospitals,Voluntary non-profit - Private,11883
100463,United States of America,12866,FOUR WINDS OF SARATOGA,NY,SARATOGA SPRINGS,30 CRESCEN,NT AVE,,SARATOGA,(518) 584-3600,Psychiatric,Proprietary,58330
100464,United States of America,12866,SARATOGA HOSPITAL,NY,SARATOGA SPRINGS,211 CHURCH,H STREET,,SARATOGA,(518) 587-3222,Acute Care Hospitals,Voluntary non-profit - Private,80743
100465,United States of America,12901,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,PLATTSBURGH,75 BEEKMAN,N STREET,,CLINTON,(518) 562-7767,Acute Care Hospitals,Voluntary non-profit - Private,42794
100466,United States of America,12932,ELIZABETHTOWN COMMUNITY HOSPITAL,NY,ELIZABETHTOWN,75 PARK ST,TREET,,ESSEX,(518) 873-6377,Critical Access Hospitals,Voluntary non-profit - Private,40120
100467,United States of America,12953,ALICE HYDE MEDICAL CENTER,NY,MALONE,133 PARK S,STREET,,FRANKLIN,(518) 483-3000,Acute Care Hospitals,Voluntary non-profit - Other,74201
100468,United States of America,12983,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,NY,SARANAC LAKE,2233 STATE,"E ROUTE 86, PO BOX 4",", PO BOX 471",FRANKLIN,(518) 891-4141,Acute Care Hospitals,Voluntary non-profit - Other,59415
100469,United States of America,13021,AUBURN  COMMUNITY  HOSPITAL,NY,AUBURN,17 LANSING,G STREET,,CAYUGA,(315) 255-7011,Acute Care Hospitals,Voluntary non-profit - Private,86306
100470,United States of America,13045,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,NY,CORTLAND,134 HOMER , AVENUE,,CORTLAND,(607) 756-3501,Acute Care Hospitals,Voluntary non-profit - Private,21663
100471,United States of America,13126,OSWEGO HOSPITAL,NY,OSWEGO,110 WEST S,SIXTH STREET,ET,OSWEGO,(315) 349-5511,Acute Care Hospitals,Voluntary non-profit - Private,84748
100472,United States of America,13203,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,SYRACUSE,301 PROSPE,ECT AVENUE,,ONONDAGA,(315) 448-5111,Acute Care Hospitals,Voluntary non-profit - Private,72733
100473,United States of America,13210,CROUSE HOSPITAL,NY,SYRACUSE,736 IRVING,G AVENUE,,ONONDAGA,(315) 470-7449,Acute Care Hospitals,Voluntary non-profit - Private,24002
100474,United States of America,13210,HUTCHINGS PSYCHIATRIC CTR,NY,SYRACUSE,620 MADISO,ON STREET,,ONONDAGA,(315) 473-4980,Psychiatric,Government - State,72641
100475,United States of America,13210,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,SYRACUSE,750 EAST A,ADAMS STREET,ET,ONONDAGA,(315) 473-4240,Acute Care Hospitals,Government - State,69182
100476,United States of America,13326,MARY IMOGENE BASSETT HOSPITAL,NY,COOPERSTOWN,ONE ATWELL,L ROAD,,OTSEGO,(607) 547-3456,Acute Care Hospitals,Voluntary non-profit - Private,15802
100477,United States of America,13346,"COMMUNITY MEMORIAL HOSPITAL, INC",NY,HAMILTON,150 BROAD , STREET,,MADISON,(315) 824-1100,Critical Access Hospitals,Voluntary non-profit - Private,77080
100478,United States of America,13365,LITTLE FALLS HOSPITAL,NY,LITTLE FALLS,140 BURWEL,LL STREET,,HERKIMER,(315) 823-5261,Critical Access Hospitals,Voluntary non-profit - Private,81283
100479,United States of America,13367,LEWIS COUNTY GENERAL HOSPITAL,NY,LOWVILLE,7785 NORTH,H STATE STREET,REET,LEWIS,(315) 376-5200,Critical Access Hospitals,Voluntary non-profit - Other,84737
100480,United States of America,13421,ONEIDA HEALTH HOSPITAL,NY,ONEIDA,321 GENESE,EE STREET,,MADISON,(315) 363-6000,Acute Care Hospitals,Voluntary non-profit - Other,38271
100481,United States of America,13440,"ROME MEMORIAL HOSPITAL, INC",NY,ROME,1500 NORTH,H JAMES STREET,REET,ONEIDA,(315) 338-7000,Acute Care Hospitals,Voluntary non-profit - Private,47857
100482,United States of America,13501,ST ELIZABETH MEDICAL CENTER,NY,UTICA,2209 GENES,SEE STREET,,ONEIDA,(315) 798-8100,Acute Care Hospitals,Voluntary non-profit - Private,13896
100483,United States of America,13502,MOHAWK VALLEY PSYCHIATRIC CENTER,NY,UTICA,1400 NOYES,S ST,,ONEIDA,(315) 797-6800,Psychiatric,Government - Local,40866
100484,United States of America,13503,FAXTON-ST LUKE'S HEALTHCARE,NY,UTICA,1656 CHAMP,PLIN AVENUE,E,ONEIDA,(315) 798-6000,Acute Care Hospitals,Voluntary non-profit - Private,10371
100485,United States of America,13601,SAMARITAN MEDICAL CENTER,NY,WATERTOWN,830 WASHIN,NGTON STREET,ET,JEFFERSON,(315) 785-4121,Acute Care Hospitals,Voluntary non-profit - Private,36781
100486,United States of America,13607,RIVER HOSPITAL CLINICS,NY,ALEXANDRIA BAY,4 FULLER S,STREET,,JEFFERSON,(315) 482-2511,Critical Access Hospitals,Voluntary non-profit - Private,86881
100487,United States of America,13619,"CARTHAGE AREA HOSPITAL, INC",NY,CARTHAGE,1001 WEST , STREET,,JEFFERSON,(315) 493-1000,Critical Access Hospitals,Voluntary non-profit - Private,82490
100488,United States of America,13642,GOUVERNEUR HOSPITAL,NY,GOUVERNEUR,77 WEST BA,ARNEY STREET,ET,ST. LAWRENCE,(315) 287-1000,Critical Access Hospitals,Voluntary non-profit - Private,35553
100489,United States of America,13662,MASSENA MEMORIAL HOSPITAL,NY,MASSENA,1 HOSPITAL,L DRIVE,,ST. LAWRENCE,(315) 764-1711,Acute Care Hospitals,Government - Local,20657
100490,United States of America,13669,CLAXTON-HEPBURN MEDICAL CENTER,NY,OGDENSBURG,214 KING S,STREET,,ST. LAWRENCE,(315) 393-3600,Acute Care Hospitals,Voluntary non-profit - Private,20210
100491,United States of America,13669,ST LAWRENCE PSYCH CENTER,NY,OGDENSBURG,ONE CHIMNE,EY POINT DRIVE,RIVE,ST. LAWRENCE,(315) 541-2071,Psychiatric,Government - State,18303
100492,United States of America,13676,CANTON-POTSDAM HOSPITAL,NY,POTSDAM,50 LEROY S,STREET,,ST. LAWRENCE,(315) 265-3300,Acute Care Hospitals,Voluntary non-profit - Private,78048
100493,United States of America,13690,CLIFTON FINE HOSPITAL,NY,STAR LAKE,1014 OSWEG,GATCHIE TRAIL,AIL,ST. LAWRENCE,(315) 848-3351,Critical Access Hospitals,Voluntary non-profit - Private,36484
100494,United States of America,13753,O'CONNOR HOSPITAL,NY,DELHI,460 ANDES , ROAD,,DELAWARE,(607) 746-0300,Critical Access Hospitals,Voluntary non-profit - Private,52518
100495,United States of America,13815,CHENANGO MEMORIAL HOSPITAL,NY,NORWICH,179 NORTH , BROAD STREET,EET,CHENANGO,(607) 337-4111,Acute Care Hospitals,Voluntary non-profit - Private,93869
100496,United States of America,13820,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,ONEONTA,ONE NORTON,N AVENUE,,OTSEGO,(607) 432-2000,Acute Care Hospitals,Voluntary non-profit - Private,58553
100497,United States of America,13856,"DELAWARE VALLEY HOSPITAL, INC",NY,WALTON,1 TITUS PL,LACE,,DELAWARE,(607) 865-2188,Critical Access Hospitals,Voluntary non-profit - Private,14880
100498,United States of America,13901,GREATER BINGHAMTON HEALTH CENTER,NY,BINGHAMTON,425 ROBINS,SON ST,,BROOME,(607) 724-1391,Psychiatric,Government - Local,80800
100499,United States of America,13903,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,BINGHAMTON,10-42 MITC,CHELL AVENUE,UE,BROOME,(607) 763-6000,Acute Care Hospitals,Voluntary non-profit - Private,92514
100500,United States of America,13905,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,BINGHAMTON,169 RIVERS,SIDE DRIVE,,BROOME,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,76102
100501,United States of America,14020,UNITED MEMORIAL MEDICAL CENTER,NY,BATAVIA,127 NORTH , STREET,,GENESEE,(585) 343-6030,Acute Care Hospitals,Voluntary non-profit - Private,10188
100502,United States of America,14048,BROOKS MEMORIAL HOSPITAL,NY,DUNKIRK,529 CENTRA,AL AVENUE,,CHAUTAUQUA,(716) 366-1111,Acute Care Hospitals,Voluntary non-profit - Private,81067
100503,United States of America,14092,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,LEWISTON,5300 MILIT,TARY ROAD,,NIAGARA,(716) 297-4800,Acute Care Hospitals,Voluntary non-profit - Church,91092
100504,United States of America,14094,EASTERN NIAGARA HOSPITAL,NY,LOCKPORT,521 EAST A,AVENUE,,NIAGARA,(716) 514-5700,Acute Care Hospitals,Voluntary non-profit - Private,17267
100505,United States of America,14103,MEDINA MEMORIAL HOSPITAL,NY,MEDINA,200 OHIO S,STREET,,ORLEANS,(585) 798-8111,Critical Access Hospitals,Voluntary non-profit - Private,36362
100506,United States of America,14141,BERTRAND CHAFFEE HOSPITAL,NY,SPRINGVILLE,224 EAST M,MAIN STREET,T,ERIE,(716) 592-2871,Acute Care Hospitals,Voluntary non-profit - Church,85807
100507,United States of America,14209,BRYLIN HOSP,NY,BUFFALO,1263 DELAW,WARE AVE,,ERIE,(716) 886-8200,Psychiatric,Proprietary,68685
100508,United States of America,14210,KALEIDA HEALTH,NY,BUFFALO,100 HIGH S,STREET,,ERIE,(716) 859-8620,Acute Care Hospitals,Voluntary non-profit - Private,28640
100509,United States of America,14213,BUFFALO PSYCHIATRIC CENTER,NY,BUFFALO,400 FOREST,T AVE,,ERIE,(716) 885-2261,Psychiatric,Government - State,20404
100510,United States of America,14214,SISTERS OF CHARITY HOSPITAL,NY,BUFFALO,2157 MAIN , STREET,,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,31696
100511,United States of America,14215,ERIE COUNTY MEDICAL CENTER,NY,BUFFALO,462 GRIDER,R STREET,,ERIE,(716) 898-3936,Acute Care Hospitals,Voluntary non-profit - Private,51492
100512,United States of America,14217,KENMORE MERCY HOSPITAL,NY,KENMORE,2950 ELMWO,OOD AVENUE,,ERIE,(716) 447-6100,Acute Care Hospitals,Voluntary non-profit - Church,83010
100513,United States of America,14220,MERCY HOSPITAL OF BUFFALO,NY,BUFFALO,565 ABBOTT,T ROAD,,ERIE,(716) 826-7000,Acute Care Hospitals,Voluntary non-profit - Private,54950
100514,United States of America,14224,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,NY,WEST SENECA,1010 EAST , & WEST ROAD,AD,ERIE,(716) 677-7000,Psychiatric,Government - State,82150
100515,United States of America,14302,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,NIAGARA FALLS,621 TENTH , STREET,,NIAGARA,(716) 278-4000,Acute Care Hospitals,Voluntary non-profit - Other,50529
100516,United States of America,14424,F F THOMPSON HOSPITAL,NY,CANANDAIGUA,350 PARRIS,SH STREET,,ONTARIO,(585) 396-6000,Acute Care Hospitals,Voluntary non-profit - Private,94753
100517,United States of America,14432,CLIFTON SPRINGS HOSPITAL AND CLINIC,NY,CLIFTON SPRINGS,2 COULTER , ROAD,,ONTARIO,(315) 462-9561,Acute Care Hospitals,Voluntary non-profit - Private,71811
100518,United States of America,14437,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,DANSVILLE,111  CLARA,A BARTON STREET,TREET,LIVINGSTON,(585) 335-6001,Acute Care Hospitals,Voluntary non-profit - Private,47359
100519,United States of America,14456,GENEVA GENERAL HOSPITAL,NY,GENEVA,196 -198 N,NORTH STREET,ET,ONTARIO,(315) 787-4175,Acute Care Hospitals,Voluntary non-profit - Private,37322
100520,United States of America,14513,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,NEWARK,111 DRIVIN,NG PARK AVENUE,ENUE,WAYNE,(315) 332-2022,Acute Care Hospitals,Voluntary non-profit - Private,26187
100521,United States of America,14527,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,NY,PENN YAN,418 NORTH , MAIN STREET,ET,YATES,(315) 787-4175,Critical Access Hospitals,Voluntary non-profit - Other,56553
100522,United States of America,14569,WYOMING COUNTY COMMUNITY HOSPITAL,NY,WARSAW,400 NORTH , MAIN STREET,ET,WYOMING,(585) 786-2233,Acute Care Hospitals,Government - Local,33838
100523,United States of America,14620,HIGHLAND HOSPITAL,NY,ROCHESTER,1000 SOUTH,H AVENUE,,MONROE,(585) 341-6736,Acute Care Hospitals,Voluntary non-profit - Private,75206
100524,United States of America,14620,MONROE COMMUNITY HOSPITAL,NY,ROCHESTER,435 EAST H,HENRIETTA ROAD,ROAD,MONROE,(585) 760-6500,Acute Care Hospitals,Voluntary non-profit - Other,67971
100525,United States of America,14620,ROCHESTER PSYCHIATRIC CENTER,NY,ROCHESTER,1600 SOUTH,H AVE,,MONROE,(585) 241-1200,Psychiatric,Government - Local,84071
100526,United States of America,14621,ROCHESTER GENERAL HOSPITAL,NY,ROCHESTER,1425 PORTL,LAND AVENUE,E,MONROE,(585) 922-4000,Acute Care Hospitals,Voluntary non-profit - Private,52075
100527,United States of America,14626,UNITY HOSPITAL OF ROCHESTER,NY,ROCHESTER,1555 LONG , POND ROAD,,MONROE,(585) 723-7000,Acute Care Hospitals,Voluntary non-profit - Private,23488
100528,United States of America,14642,STRONG MEMORIAL HOSPITAL,NY,ROCHESTER,601 ELMWOO,OD AVE,,MONROE,(585) 275-2121,Acute Care Hospitals,Voluntary non-profit - Private,30654
100529,United States of America,14701,UPMC CHAUTAUQUA AT WCA,NY,JAMESTOWN,207 FOOTE , AVENUE,,CHAUTAUQUA,(716) 487-0141,Acute Care Hospitals,Voluntary non-profit - Private,11418
100530,United States of America,14727,"CUBA MEMORIAL HOSPITAL, INC",NY,CUBA,140 WEST M,MAIN STREET,T,ALLEGANY,(585) 961-2000,Critical Access Hospitals,Voluntary non-profit - Private,92700
100531,United States of America,14760,OLEAN GENERAL HOSPITAL,NY,OLEAN,515 MAIN S,STREET,,CATTARAUGUS,(716) 373-2600,Acute Care Hospitals,Proprietary,22880
100532,United States of America,14787,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,WESTFIELD,189 EAST M,MAIN STREET,T,CHAUTAUQUA,(716) 326-4921,Acute Care Hospitals,Voluntary non-profit - Private,85648
100533,United States of America,14810,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",NY,BATH,7571 STATE,E ROUTE 54,,STEUBEN,(607) 776-8500,Acute Care Hospitals,Voluntary non-profit - Other,36392
100534,United States of America,14830,CORNING HOSPITAL,NY,CORNING,1 GUTHRIE , DRIVE,,STEUBEN,(607) 937-7200,Acute Care Hospitals,Voluntary non-profit - Private,41633
100535,United States of America,14843,ST JAMES MERCY HOSPITAL,NY,HORNELL,411 CANIST,TEO STREET,,STEUBEN,(607) 324-8000,Acute Care Hospitals,Voluntary non-profit - Church,52517
100536,United States of America,14850,CAYUGA MEDICAL CENTER AT ITHACA,NY,ITHACA,101 DATES , DRIVE,,TOMPKINS,(607) 274-4401,Acute Care Hospitals,Voluntary non-profit - Private,94000
100537,United States of America,14865,"SCHUYLER HOSPITAL, INC",NY,MONTOUR FALLS,220 STEUBE,EN STREET,,SCHUYLER,(607) 530-7121,Critical Access Hospitals,Voluntary non-profit - Private,77830
100538,United States of America,14895,JONES MEMORIAL HOSPITAL,NY,WELLSVILLE,191 NORTH , MAIN STREET,ET,ALLEGANY,(585) 593-1100,Acute Care Hospitals,Voluntary non-profit - Private,38506
100539,United States of America,14901,ELMIRA PSYCH CENTER,NY,ELMIRA,WASHINGTON,N ST,,CHEMUNG,(607) 737-4739,Psychiatric,Government - State,14622
100540,United States of America,14901,ST JOSEPH'S HOSPITAL,NY,ELMIRA,555 ST JOS,SEPH'S BLVD,D,CHEMUNG,(607) 733-6541,Acute Care Hospitals,Voluntary non-profit - Private,38720
100541,United States of America,14905,ARNOT OGDEN MEDICAL CENTER,NY,ELMIRA,600 ROE AV,VENUE,,CHEMUNG,(607) 737-4100,Acute Care Hospitals,Voluntary non-profit - Private,27929
100542,United States of America,15009,HERITAGE VALLEY BEAVER,PA,BEAVER,1000 DUTCH,H RIDGE ROAD,AD,BEAVER,(412) 728-7000,Acute Care Hospitals,Voluntary non-profit - Private,87598
100543,United States of America,15025,JEFFERSON HOSPITAL,PA,JEFFERSON HILLS,565 COAL V,VALLEY ROAD,D,ALLEGHENY,(412) 469-5000,Acute Care Hospitals,Voluntary non-profit - Private,48801
100544,United States of America,15063,MONONGAHELA VALLEY HOSPITAL,PA,MONONGAHELA,1163 COUNT,TRY CLUB ROAD,OAD,WASHINGTON,(724) 258-1000,Acute Care Hospitals,Voluntary non-profit - Private,30482
100545,United States of America,15065,ALLEGHENY VALLEY HOSPITAL,PA,NATRONA,1301 CARLI,ISLE ST,,ALLEGHENY,(412) 224-5100,Acute Care Hospitals,Voluntary non-profit - Other,86390
100546,United States of America,15132,UPMC MCKEESPORT,PA,MC KEESPORT,1500 FIFTH,H AVENUE,,ALLEGHENY,(412) 664-2000,Acute Care Hospitals,Voluntary non-profit - Private,94315
100547,United States of America,15136,OHIO VALLEY GENERAL HOSPITAL,PA,MCKEES ROCKS,25 HECKEL , ROAD,,ALLEGHENY,(412) 777-6161,Acute Care Hospitals,Voluntary non-profit - Private,86424
100548,United States of America,15143,HERITAGE VALLEY SEWICKLEY,PA,SEWICKLEY,720 BLACKB,BURN ROAD,,ALLEGHENY,(412) 741-7000,Acute Care Hospitals,Voluntary non-profit - Private,33410
100549,United States of America,15146,FORBES HOSPITAL,PA,MONROEVILLE,2570 HAYMA,AKER ROAD,,ALLEGHENY,(412) 858-2000,Acute Care Hospitals,Voluntary non-profit - Private,67488
100550,United States of America,15146,UPMC EAST,PA,MONROEVILLE,2775 MOSSI,IDE BOULEVARD,ARD,ALLEGHENY,(412) 357-3000,Acute Care Hospitals,Voluntary non-profit - Private,82722
100551,United States of America,15212,ALLEGHENY GENERAL HOSPITAL,PA,PITTSBURGH,320 EAST N,NORTH AVENUE,UE,ALLEGHENY,(412) 359-3131,Acute Care Hospitals,Voluntary non-profit - Private,26628
100552,United States of America,15213,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PA,PITTSBURGH,300 HALKET,T STREET,,ALLEGHENY,(412) 641-4010,Acute Care Hospitals,Voluntary non-profit - Other,41986
100553,United States of America,15213,UPMC PRESBYTERIAN SHADYSIDE,PA,PITTSBURGH,200 LOTHRO,OP STREET,,ALLEGHENY,(412) 647-8788,Acute Care Hospitals,Voluntary non-profit - Private,84063
100554,United States of America,15215,UPMC ST MARGARET,PA,PITTSBURGH,815 FREEPO,ORT ROAD,,ALLEGHENY,(412) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,46914
100555,United States of America,15219,UPMC MERCY,PA,PITTSBURGH,1400 LOCUS,ST STREET,,ALLEGHENY,(412) 232-8111,Acute Care Hospitals,Voluntary non-profit - Private,21058
100556,United States of America,15221,LIFECARE BEHAVIORAL HEALTH HOSPITAL,PA,PITTSBURGH,225 PENN A,AVENUE 2ND FLOOR, FLOOR,ALLEGHENY,(412) 247-2000,Psychiatric,Proprietary,75743
100557,United States of America,15224,CHILDREN'S HOME OF PITTSBURGH,PA,PITTSBURGH,5324 PENN , AVENUE,,ALLEGHENY,(412) 441-4884,Childrens,Voluntary non-profit - Private,33908
100558,United States of America,15224,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,PA,PITTSBURGH,ONE CHILDR,REN'S HOSPITAL DRIVE,ITAL DRIVE,ALLEGHENY,(412) 692-5325,Childrens,Voluntary non-profit - Other,48263
100559,United States of America,15224,WEST PENN HOSPITAL,PA,PITTSBURGH,4800 FRIEN,NDSHIP AVENUE,NUE,ALLEGHENY,(412) 578-5000,Acute Care Hospitals,Voluntary non-profit - Private,19490
100560,United States of America,15237,UPMC PASSAVANT,PA,PITTSBURGH,9100 BABCO,OCK BOULEVARD,ARD,ALLEGHENY,(412) 367-6700,Acute Care Hospitals,Voluntary non-profit - Private,72046
