SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM,CONCAT_ADDRESS
102595,USA,90057,saint vincent medical center,ca,los angeles,LOS ANGELES,(213) 484-7111,Acute Care Hospitals,Voluntary non-profit - Church,46296,2131 w 3rdst
102596,USA,90059,martin luther king jr community hospital,ca,los angeles,LOS ANGELES,(424) 835-6808,Acute Care Hospitals,Voluntary non-profit - Private,59982,1680 east120th street
102597,USA,90095,ronald reagan u c l a medical center,ca,los angeles,LOS ANGELES,(310) 825-6301,Acute Care Hospitals,Government - State,93177,757 westwood plaza
102598,USA,90291,cedarsinai marina del rey hospital,ca,marina del rey,LOS ANGELES,(310) 823-8911,Acute Care Hospitals,Proprietary,71877,4650 lincoln blvd
102599,USA,90505,del amo hospital,ca,torrance,LOS ANGELES,(310) 530-1151,Psychiatric,Proprietary,75099,23700 camino del sol
102600,USA,90509,torrance memorial medical center,ca,torrance,LOS ANGELES,(310) 325-9110,Acute Care Hospitals,Voluntary non-profit - Other,18078,3330 lomita blvd
102601,USA,90640,beverly hospital,ca,montebello,LOS ANGELES,(323) 726-1222,Acute Care Hospitals,Voluntary non-profit - Private,26470,309 w beverly blvd
102602,USA,90650,coast plaza hospital,ca,norwalk,LOS ANGELES,(310) 356-0550,Acute Care Hospitals,Proprietary,54985,13100 studerbaker road
102603,USA,90704,catalina island medical center,ca,avalon,LOS ANGELES,(310) 510-0700,Critical Access Hospitals,Voluntary non-profit - Private,34988,100 fallscanyon road
102604,USA,90710,kaiser foundation hospital  south bay,ca,harbor city,LOS ANGELES,(310) 325-5111,Acute Care Hospitals,Voluntary non-profit - Other,77133,25825 south vermontavenue
102605,USA,90806,long beach memorial medical center,ca,long beach,LOS ANGELES,(562) 933-2000,Acute Care Hospitals,Voluntary non-profit - Other,24549,2801 atlantic ave
102607,USA,90806,ocean view psychiatric health facility,ca,long beach,LOS ANGELES,(714) 614-0474,Psychiatric,Proprietary,77145,2600 redondo avenuesuite 500
102608,USA,91006,methodist hospital of southern ca,ca,arcadia,LOS ANGELES,(626) 445-4441,Acute Care Hospitals,Voluntary non-profit - Private,45912,300 w huntington dr
102609,USA,91107,aurora las encinas hospital,ca,pasadena,LOS ANGELES,(866) 279-3709,Psychiatric,Proprietary,59914,2900 e delmar blvd
102610,USA,91204,glendale mem hospital  hlth center,ca,glendale,LOS ANGELES,(818) 502-1900,Acute Care Hospitals,Voluntary non-profit - Private,92768,1420 s central ave
102611,USA,91206,glendale adventist medical center,ca,glendale,LOS ANGELES,(818) 409-8202,Acute Care Hospitals,Voluntary non-profit - Private,64100,1509 e wilson terrace
102612,USA,91209,usc verdugo hills hospital,ca,glendale,LOS ANGELES,(818) 790-7100,Acute Care Hospitals,Voluntary non-profit - Private,43602,1812 verdugo blvd
102613,USA,91307,west hills hospital  medical center,ca,west hills,LOS ANGELES,(818) 676-4100,Acute Care Hospitals,Proprietary,42999,7300 medical centerdr
102614,USA,91325,northridge hospital medical center,ca,northridge,LOS ANGELES,(818) 885-8500,Acute Care Hospitals,Voluntary non-profit - Private,47107,18300 roscoe blvd
102615,USA,91335,joyce eisenberg keefer medical center,ca,reseda,LOS ANGELES,(818) 774-3314,Psychiatric,Voluntary non-profit - Private,34268,7150 tampaavenue
102616,USA,91342,lacolive viewucla medical center,ca,sylmar,LOS ANGELES,(818) 364-1555,Acute Care Hospitals,Voluntary non-profit - Other,34761,14445 olive view drive
102617,USA,91346,providence holy cross medical center,ca,mission hills,LOS ANGELES,(818) 365-8051,Acute Care Hospitals,Voluntary non-profit - Church,89071,15031 rinaldi st
102618,USA,91355,henry mayo newhall hospital,ca,valencia,LOS ANGELES,(661) 253-8000,Acute Care Hospitals,Voluntary non-profit - Private,72932,23845 mcbean pkwy
102619,USA,91356,providence tarzana medical center,ca,tarzana,LOS ANGELES,(818) 881-0800,Acute Care Hospitals,Voluntary non-profit - Private,56541,18321 clark street
102620,USA,91356,tarzana treatment center,ca,tarzana,LOS ANGELES,(818) 996-1051,Psychiatric,Voluntary non-profit - Private,37909,18646 oxnard street
102621,USA,91367,kaiser foundation hospital  woodland hills,ca,woodland hills,LOS ANGELES,(818) 719-3800,Acute Care Hospitals,Voluntary non-profit - Private,28167,5601 de soto avenue
102622,USA,91402,kaiser foundation hospital  panorama city,ca,panorama city,LOS ANGELES,(818) 375-3333,Acute Care Hospitals,Voluntary non-profit - Private,14704,13652 cantara st
102624,USA,91403,sherman oaks hospital,ca,sherman oaks,LOS ANGELES,(818) 981-7111,Acute Care Hospitals,Voluntary non-profit - Private,54511,4929 van nuys blvd
102625,USA,91436,encino hospital medical center,ca,encino,LOS ANGELES,(818) 995-5000,Acute Care Hospitals,Proprietary,51508,16237 ventura blvd
102626,USA,91706,kaiser foundation hospital  baldwin park,ca,baldwin park,LOS ANGELES,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other,69360,1011 baldwin park blvd
102627,USA,91710,canyon ridge hospital,ca,chino,SAN BERNARDINO,(909) 590-3700,Psychiatric,Proprietary,58028,5353 g street
102628,USA,91710,chino valley medical center,ca,chino,SAN BERNARDINO,(909) 627-6111,Acute Care Hospitals,Proprietary,31859,5451 walnut ave
102629,USA,91723,emanate health intercommunity hospital,ca,covina,LOS ANGELES,(626) 814-2468,Acute Care Hospitals,Proprietary,41619,210 w sanbernardinoroad
102630,USA,91740,emanate health foothill presbyterian hospital,ca,glendora,LOS ANGELES,(626) 963-8411,Acute Care Hospitals,Voluntary non-profit - Private,34094,250 s grand ave
102631,USA,91754,garfield medical center,ca,monterey park,LOS ANGELES,(626) 573-2222,Acute Care Hospitals,Proprietary,32004,525 n garfield ave
102632,USA,91754,monterey park hospital,ca,monterey park,LOS ANGELES,(626) 570-9000,Acute Care Hospitals,Proprietary,57592,900 s atlantic blvd
102633,USA,91767,pomona valley hospital medical center,ca,pomona,LOS ANGELES,(909) 865-9500,Acute Care Hospitals,Voluntary non-profit - Private,92024,1798 n garey ave
102634,USA,91770,bhc alhambra hosp,ca,rosemead,LOS ANGELES,(626) 286-1191,Psychiatric,Proprietary,80222,4619 n rosemead blvd
102635,USA,91773,san dimas community hospital,ca,san dimas,LOS ANGELES,(909) 599-6811,Acute Care Hospitals,Proprietary,67133,1350 w covina blvd
102636,USA,91776,san gabriel valley medical center,ca,san gabriel,LOS ANGELES,(626) 289-5454,Acute Care Hospitals,Proprietary,33180,438 w lastunas drive
102637,USA,91786,san antonio regional hospital,ca,upland,SAN BERNARDINO,(714) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other,11012,999 san bernardino road
102638,USA,91790,west covina medical center inc,ca,west covina,LOS ANGELES,(626) 338-8481,Acute Care Hospitals,Proprietary,67672,725 s orange ave
102639,USA,91911,sharp chula vista medical center,ca,chula vista,SAN DIEGO,(619) 502-5800,Acute Care Hospitals,Proprietary,60048,751 medical center court
102640,USA,91942,alvarado parkway institute behavioral health syste,ca,la mesa,SAN DIEGO,(619) 465-4411,Psychiatric,Voluntary non-profit - Private,48267,7050 parkway drive
102641,USA,91950,paradise valley hospital,ca,national city,SAN DIEGO,(619) 470-4321,Acute Care Hospitals,Proprietary,58920,2400 east4th st
102642,USA,92024,scripps memorial hospital  encinitas,ca,encinitas,SAN DIEGO,(760) 753-6501,Acute Care Hospitals,Voluntary non-profit - Private,18128,354 santafe drive
102643,USA,92025,palomar health downtown campus,ca,escondido,SAN DIEGO,(760) 739-3000,Acute Care Hospitals,Government - Hospital District or Authority,45004,555 east valley parkway
102644,USA,92037,scripps green hospital,ca,la jolla,SAN DIEGO,(858) 455-9100,Acute Care Hospitals,Voluntary non-profit - Other,56362,10666 north torrey pines road
102645,USA,92037,scripps memorial hospital la jolla,ca,la jolla,SAN DIEGO,(858) 626-4123,Acute Care Hospitals,Physician,19124,9888 genesee avenue
102646,USA,92055,nh camp pendleton,ca,camp pendleton,SAN DIEGO,(760) 725-1288,Acute Care - Department of Defense,Department of Defense,19554,200 mercycircle camp pendleton
102647,USA,92103,scripps mercy hospital,ca,san diego,SAN DIEGO,(619) 294-8111,Acute Care Hospitals,Voluntary non-profit - Private,89233,4077 5th ave
102648,USA,92103,uc san diego health hillcrest  hillcrest med ctr,ca,san diego,SAN DIEGO,(619) 543-6222,Acute Care Hospitals,Voluntary non-profit - Other,25896,200 west arbor drive
102649,USA,92118,sharp coronado hospital and hlthcr ctr,ca,coronado,SAN DIEGO,(619) 435-6251,Acute Care Hospitals,Proprietary,71831,250 prospect place
102650,USA,92120,alvarado hospital medical center,ca,san diego,SAN DIEGO,(619) 229-3172,Acute Care Hospitals,Proprietary,64318,6655 alvarado road
102651,USA,92120,kaiser foundation hospital  zion,ca,san diego,SAN DIEGO,(619) 528-5000,Acute Care Hospitals,Voluntary non-profit - Private,94301,4647 zionave
102652,USA,92128,aurora san diego,ca,san diego,SAN DIEGO,(858) 487-3200,Psychiatric,Proprietary,83379,11878 avenue of industry
102653,USA,92220,san gorgonio memorial hospital,ca,banning,RIVERSIDE,(951) 845-1121,Acute Care Hospitals,Government - Hospital District or Authority,35861,600 northhighland springs avenue
102654,USA,92225,palo verde hospital,ca,blythe,RIVERSIDE,(760) 922-4115,Acute Care Hospitals,Government - Hospital District or Authority,83589,250 northfirst street
102655,USA,92252,hidesert medical center,ca,joshua tree,SAN BERNARDINO,(760) 366-3711,Acute Care Hospitals,Government - Hospital District or Authority,26459,6601 whitefeather road
102656,USA,92270,eisenhower medical center,ca,rancho mirage,RIVERSIDE,(760) 340-3911,Acute Care Hospitals,Proprietary,81997,39000 bobhope drive
102657,USA,92307,st mary medical center,ca,apple valley,SAN BERNARDINO,(760) 242-2311,Acute Care Hospitals,Voluntary non-profit - Private,86420,18300 highway 18
102658,USA,92311,barstow community hospital,ca,barstow,SAN BERNARDINO,(760) 256-1761,Acute Care Hospitals,Proprietary,33576,820 e mountain viewstreet
102659,USA,92324,arrowhead regional medical center,ca,colton,SAN BERNARDINO,(909) 580-1000,Acute Care Hospitals,Government - Local,62480,400 northpepper avenue
102660,USA,92335,kaiser foundation hospital fontana,ca,fontana,SAN BERNARDINO,(909) 427-5500,Acute Care Hospitals,Voluntary non-profit - Private,57630,9961 sierra ave
102661,USA,92352,mountains community hospital,ca,lake arrowhead,SAN BERNARDINO,(909) 336-3651,Critical Access Hospitals,Government - Hospital District or Authority,43211,29101 hospital road
102662,USA,92354,loma linda university medical center,ca,loma linda,SAN BERNARDINO,(909) 558-4000,Acute Care Hospitals,Voluntary non-profit - Private,75977,11234 anderson st
102663,USA,92373,loma linda university behavioral med ctr,ca,redlands,SAN BERNARDINO,(909) 558-9200,Psychiatric,Voluntary non-profit - Private,14341,1710 barton road
102665,USA,92501,riverside community hospital,ca,riverside,RIVERSIDE,(951) 788-3000,Acute Care Hospitals,Proprietary,18778,4445 magnolia avenue
102666,USA,92503,doctors hospital of riverside,ca,riverside,RIVERSIDE,(951) 688-2211,Acute Care Hospitals,Voluntary non-profit - Private,75892,3865 jackson street
102667,USA,92506,pacific grove hospital,ca,riverside,RIVERSIDE,(951) 275-8400,Psychiatric,Proprietary,67613,5900 brockton ave
102668,USA,92543,hemet valley medical center,ca,hemet,RIVERSIDE,(951) 652-2811,Acute Care Hospitals,Physician,57203,1117 eastdevonshire
102669,USA,92555,riverside university health systemmedical center,ca,moreno valley,RIVERSIDE,(951) 486-4000,Acute Care Hospitals,Government - Local,72910,26520 cactus avenue
102671,USA,92585,menifee global medical center,ca,sun city,RIVERSIDE,(951) 679-8888,Acute Care Hospitals,Physician,56115,28400 mccall b0ulevard
102672,USA,92592,temecula valley hospital,ca,temecula,RIVERSIDE,(951) 331-2200,Acute Care Hospitals,Proprietary,66132,31700 temecula pkwy
102673,USA,92626,fairview developmental center,ca,costa mesa,ORANGE,(714) 957-5000,Acute Care Hospitals,Government - Local,19527,2501 harbor boulevard
102674,USA,92627,college hospital costa mesa,ca,costa mesa,ORANGE,(949) 642-2734,Acute Care Hospitals,Proprietary,56408,301 victoria street
102675,USA,92647,huntington beach hospital,ca,huntington beach,ORANGE,(714) 843-5000,Acute Care Hospitals,Proprietary,59663,17772 beach blvd
102676,USA,92704,south coast global medical center,ca,santa ana,ORANGE,(714) 754-5454,Acute Care Hospitals,Proprietary,87861,2701 s bristol st
102677,USA,92705,orange county global medical center,ca,santa ana,ORANGE,(714) 953-3610,Acute Care Hospitals,Proprietary,13008,1001 northtustin avenue
102678,USA,92708,fountain valley regional hospital  medical center,ca,fountain valley,ORANGE,(714) 966-7200,Acute Care Hospitals,Proprietary,55613,17100 euclid street
102679,USA,92708,memorialcare orange coast medical center,ca,fountain valley,ORANGE,(714) 378-7406,Acute Care Hospitals,Proprietary,28110,9920 talbert avenue
102680,USA,92780,foothill regional medical center,ca,tustin,ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary,34632,14662 newport ave
102681,USA,92801,ahmc anaheim regional medical center,ca,anaheim,ORANGE,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private,89326,1111 w lapalma avenue
102682,USA,92835,st jude medical center,ca,fullerton,ORANGE,(714) 992-3000,Acute Care Hospitals,Voluntary non-profit - Church,37419,101 e valencia mesadrive
102683,USA,92868,childrens hospital of orange county,ca,orange,ORANGE,(714) 997-3000,Childrens,Voluntary non-profit - Other,56841,1201 w laveta ave
102684,USA,92868,st joseph hospital,ca,orange,ORANGE,(714) 633-9111,Acute Care Hospitals,Voluntary non-profit - Church,61427,1100 weststewart dr
102685,USA,92869,chapman global medical center,ca,orange,ORANGE,(714) 633-0011,Acute Care Hospitals,Proprietary,83281,2601 e chapman ave
102686,USA,93102,santa barbara cottage hospital,ca,santa barbara,SANTA BARBARA,(805) 682-7111,Acute Care Hospitals,Voluntary non-profit - Private,18038,400 west pueblo
102687,USA,93110,santa barbara county psychiatric health facility,ca,santa barbara,SANTA BARBARA,(805) 681-5244,Psychiatric,Government - Local,84057,315 caminodel remedio
102688,USA,93111,goleta valley cottage hospital,ca,santa barbara,SANTA BARBARA,(805) 681-6446,Acute Care Hospitals,Voluntary non-profit - Other,19057,351 s patterson ave
102689,USA,93210,coalinga regional medical center,ca,coalinga,FRESNO,(559) 935-6400,Acute Care Hospitals,Government - Hospital District or Authority,14186,1191 phelps avenue
102690,USA,93215,delano regional medical center,ca,delano,KERN,(661) 725-4800,Acute Care Hospitals,Proprietary,21195,1401 garces highway
102691,USA,93257,porterville developmental center,ca,porterville,TULARE,(559) 782-2222,Acute Care Hospitals,Government - State,35612,26501 avenue 140
102692,USA,93257,sierra view medical center,ca,porterville,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,42644,465 w putnam ave
102693,USA,93274,adventist health tulare,ca,tulare,TULARE,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,34744,869 northcherry street
102694,USA,93291,kaweah delta medical center,ca,visalia,TULARE,(559) 624-2000,Acute Care Hospitals,Government - Hospital District or Authority,71319,400 w mineral king ave
102695,USA,93301,bakersfield memorial hospital,ca,bakersfield,KERN,(661) 327-1792,Acute Care Hospitals,Voluntary non-profit - Private,77401,420 34th st
102696,USA,93308,bakersfield heart hospital,ca,bakersfield,KERN,(661) 316-6000,Acute Care Hospitals,Proprietary,22243,3001 sillect avenue
102697,USA,93308,good samaritan hospital,ca,bakersfield,KERN,(661) 399-4461,Acute Care Hospitals,Proprietary,72997,901 olivedrive
102698,USA,93401,french hospital medical center,ca,san luis obispo,SAN LUIS OBISPO,(805) 543-5353,Acute Care Hospitals,Voluntary non-profit - Private,31823,1911 johnson ave
102699,USA,93405,sierra vista regional medical center,ca,san luis obispo,SAN LUIS OBISPO,(850) 546-7600,Acute Care Hospitals,Proprietary,56214,1010 murray st
102700,USA,93436,lompoc valley medical center,ca,lompoc,SANTA BARBARA,(805) 737-3300,Acute Care Hospitals,Government - Hospital District or Authority,50745,1515 e ocean avenue
102701,USA,93514,northern inyo hospital,ca,bishop,INYO,(760) 873-5811,Critical Access Hospitals,Government - Hospital District or Authority,52612,150 pioneer lane
102702,USA,93545,southern inyo hospital,ca,lone pine,INYO,(760) 876-5501,Critical Access Hospitals,Government - Hospital District or Authority,23224,501 east locust street
102703,USA,93546,mammoth hospital,ca,mammoth lakes,MONO,(760) 934-3311,Critical Access Hospitals,Government - Hospital District or Authority,55560,85 sierrapark roadpo box 660
102704,USA,93555,ridgecrest regional hospital,ca,ridgecrest,KERN,(760) 446-3551,Critical Access Hospitals,Voluntary non-profit - Private,80651,1081 northchina lake blvd
102705,USA,93635,memorial hospital los banos,ca,los banos,MERCED,(209) 826-0591,Acute Care Hospitals,Voluntary non-profit - Private,73687,520 west ist
102706,USA,93636,valley childrens hospital,ca,madera,MADERA,(559) 353-5116,Childrens,Voluntary non-profit - Private,14351,9300 valley childrens place
102707,USA,93654,adventist health reedley,ca,reedley,FRESNO,(559) 638-8155,Acute Care Hospitals,Voluntary non-profit - Private,75081,372 w cypress ave
102708,USA,93710,saint agnes medical center,ca,fresno,FRESNO,(559) 450-3000,Acute Care Hospitals,Voluntary non-profit - Church,86275,1303 e herndon ave
102709,USA,93720,kaiser foundation hospital  fresno,ca,fresno,FRESNO,(559) 448-4500,Acute Care Hospitals,Voluntary non-profit - Private,37211,7300 northfresno st
102710,USA,93906,natividad medical center,ca,salinas,MONTEREY,(831) 755-4195,Acute Care Hospitals,Government - Hospital District or Authority,20974,1441 constitution boulevard
102711,USA,93940,community hospital of the monterey peninsula,ca,monterey,MONTEREY,(831) 624-5311,Acute Care Hospitals,Voluntary non-profit - Private,47460,23625 w rholman highway
102712,USA,94025,menlo park surgical hospital,ca,menlo park,SAN MATEO,(650) 324-8500,Acute Care Hospitals,Voluntary non-profit - Private,59503,570 willowroad
102713,USA,94040,el camino hospital,ca,mountain view,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority,43308,2500 grantroad
102714,USA,94063,kaiser foundation hospital  redwood city,ca,redwood city,SAN MATEO,(650) 299-2000,Acute Care Hospitals,Voluntary non-profit - Private,69229,1100 veterans boulevard
102715,USA,94080,kaiser foundation hospital  south san francisco,ca,south san francisco,SAN MATEO,(650) 742-3200,Acute Care Hospitals,Voluntary non-profit - Private,19708,1200 el camino real
102716,USA,94109,california pacific medical center van ness campus,ca,san francisco,SAN FRANCISCO,(415) 600-6000,Acute Care Hospitals,Voluntary non-profit - Private,72969,1101 van ness avenue
102717,USA,94110,zuckerberg san francisco general hosp  trauma ctr,ca,san francisco,SAN FRANCISCO,(415) 206-8000,Acute Care Hospitals,Government - Local,58360,1001 potrero avenue
102718,USA,94115,kaiser foundation hospital  san francisco,ca,san francisco,SAN FRANCISCO,(415) 833-2646,Acute Care Hospitals,Voluntary non-profit - Private,68133,2425 gearyblvd
102719,USA,94117,st marys medical center,ca,san francisco,SAN FRANCISCO,(415) 668-1000,Acute Care Hospitals,Voluntary non-profit - Private,79477,450 stanyan st
102720,USA,94143,langley porter psychiatric institute,ca,san francisco,SAN FRANCISCO,(415) 476-7000,Psychiatric,Government - State,78820,401 parnassus avenue
102721,USA,94304,lucile salter packard childrens hsp at stanford,ca,palo alto,SANTA CLARA,(650) 497-8000,Childrens,Voluntary non-profit - Private,47493,725 welchroad
102722,USA,94305,stanford health care,ca,stanford,SANTA CLARA,(650) 723-5708,Acute Care Hospitals,Voluntary non-profit - Private,78677,300 pasteur drive
102723,USA,94501,alameda hospital,ca,alameda,ALAMEDA,(510) 522-3700,Acute Care Hospitals,Government - Hospital District or Authority,70665,2070 clinton avenue
102724,USA,94538,washington hospital,ca,fremont,ALAMEDA,(510) 797-1111,Acute Care Hospitals,Government - Hospital District or Authority,25210,2000 mowryave
102725,USA,94558,dept of state hospitals  napa,ca,napa,NAPA,(707) 253-5000,Psychiatric,Government - State,94970,2100 napavallejo highway
102726,USA,94558,queen of the valley medical center,ca,napa,NAPA,(707) 252-4411,Acute Care Hospitals,Voluntary non-profit - Church,16932,1000 trancas st
102727,USA,94574,adventist health st helena,ca,saint helena,NAPA,(707) 963-3611,Acute Care Hospitals,Voluntary non-profit - Private,44112,10 woodland road
102728,USA,94578,willow rock center,ca,san leandro,ALAMEDA,(510) 895-5502,Psychiatric,Proprietary,71933,2050 fairmont drive
102729,USA,94583,san ramon regional medical center,ca,san ramon,CONTRA COSTA,(925) 275-9200,Acute Care Hospitals,Proprietary,78449,6001 norris canyon road
102730,USA,94590,adventist health vallejo,ca,vallejo,SOLANO,(707) 648-2200,Psychiatric,Voluntary non-profit - Private,78027,525 oregonst
102731,USA,94598,john muir medical center  walnut creek campus,ca,walnut creek,CONTRA COSTA,(925) 939-3000,Acute Care Hospitals,Voluntary non-profit - Other,47751,1601 ygnacio valleyrd
102732,USA,94609,childrens hospital  research center oakland,ca,oakland,ALAMEDA,(510) 428-3000,Childrens,Voluntary non-profit - Private,80010,747 52nd street
102733,USA,94904,marinhealth medical center,ca,greenbrae,MARIN,(415) 925-7900,Acute Care Hospitals,Government - Local,29849,250 bon air road pobox 8010
102734,USA,94945,novato community hospital,ca,novato,MARIN,(415) 209-1300,Acute Care Hospitals,Voluntary non-profit - Other,52789,180 rowland way
102735,USA,94954,petaluma valley hospital,ca,petaluma,SONOMA,(707) 778-1111,Acute Care Hospitals,Voluntary non-profit - Other,12387,400 n mcdowell blvd
102736,USA,95062,santa cruz county psychiatric health facility,ca,santa cruz,SANTA CRUZ,(831) 600-2801,Psychiatric,Proprietary,25198,2250 soquel avenuesuite 150
102737,USA,95065,sutter maternity  surgery center of santa cruz,ca,santa cruz,SANTA CRUZ,(831) 477-2200,Acute Care Hospitals,Voluntary non-profit - Private,90285,2900 chanticleer avenue
102738,USA,95076,watsonville community hospital,ca,watsonville,SANTA CRUZ,(831) 724-4741,Acute Care Hospitals,Proprietary,47642,75 nielsonstreet
102739,USA,95116,regional medical center of san jose,ca,san jose,SANTA CLARA,(408) 259-5000,Acute Care Hospitals,Government - Federal,45286,225 n jackson avenue
102740,USA,95119,kaiser foundation hospitalsan jose,ca,san jose,SANTA CLARA,(408) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,83366,250 hospital parkway
102741,USA,95128,oconnor hospital,ca,san jose,SANTA CLARA,(408) 947-2500,Acute Care Hospitals,Voluntary non-profit - Private,12578,2105 forest avenue
102742,USA,95204,st josephs medical center of stockton,ca,stockton,SAN JOAQUIN,(209) 943-2000,Acute Care Hospitals,Voluntary non-profit - Private,74230,1800 n california st
102743,USA,95231,san joaquin general hospital,ca,french camp,SAN JOAQUIN,(209) 468-6000,Acute Care Hospitals,Government - Local,79619,500 w hospital road
102744,USA,95240,adventist health lodi memorial,ca,lodi,SAN JOAQUIN,(209) 334-3411,Acute Care Hospitals,Voluntary non-profit - Other,87932,975 s fairmont avenue
102745,USA,95249,mark twain medical center,ca,san andreas,CALAVERAS,(209) 754-2515,Critical Access Hospitals,Voluntary non-profit - Other,88407,768 mountain ranch rd
102746,USA,95340,mercy medical center,ca,merced,MERCED,(209) 564-5000,Acute Care Hospitals,Voluntary non-profit - Private,63102,333 mercyavenue
102747,USA,95350,doctors medical center,ca,modesto,STANISLAUS,(209) 578-1211,Acute Care Hospitals,Proprietary,81544,1441 florida avenue
102748,USA,95355,memorial medical center,ca,modesto,STANISLAUS,(209) 526-4500,Acute Care Hospitals,Voluntary non-profit - Private,87941,1700 coffee rd
102749,USA,95370,adventist health sonora,ca,sonora,TUOLUMNE,(209) 536-5000,Acute Care Hospitals,Voluntary non-profit - Church,34125,1000 greenley road
102750,USA,95376,sutter tracy community hospital,ca,tracy,SAN JOAQUIN,(209) 835-1500,Acute Care Hospitals,Voluntary non-profit - Private,69418,1420 northtracy blvd
102751,USA,95382,emanuel medical center,ca,turlock,STANISLAUS,(209) 667-4200,Acute Care Hospitals,Voluntary non-profit - Church,84921,825 delbonave
102752,USA,95403,kaiser foundation hospitalsanta rosa,ca,santa rosa,SONOMA,(707) 571-4000,Acute Care Hospitals,Voluntary non-profit - Private,10367,401 bicentennial way
102753,USA,95403,sutter santa rosa regional hospital,ca,santa rosa,SONOMA,(707) 576-4000,Acute Care Hospitals,Voluntary non-profit - Other,10718,30 mark west springsroad
102754,USA,95405,santa rosa memorial hospital,ca,santa rosa,SONOMA,(707) 525-5300,Acute Care Hospitals,Voluntary non-profit - Private,73876,1165 montgomery dr
102755,USA,95422,adventist health clearlake,ca,clearlake,LAKE,(707) 994-6486,Critical Access Hospitals,Voluntary non-profit - Church,75743,15630 18thave  hwy53
102756,USA,95431,sonoma developmental center,ca,eldridge,SONOMA,(707) 938-6000,Acute Care Hospitals,Government - State,72999,15000 arnold drive p o box 1493
102757,USA,95448,healdsburg district hospital,ca,healdsburg,SONOMA,(707) 431-6500,Critical Access Hospitals,Government - Hospital District or Authority,16193,1375 university avenue
102758,USA,95453,sutter lakeside hospital,ca,lakeport,LAKE,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private,31544,5176 hillroad east
102759,USA,95608,mercy san juan medical center,ca,carmichael,SACRAMENTO,(916) 537-5000,Acute Care Hospitals,Voluntary non-profit - Other,11424,6501 coyleave
102760,USA,95630,mercy hospital of folsom,ca,folsom,SACRAMENTO,(916) 983-7400,Acute Care Hospitals,Voluntary non-profit - Private,62452,1650 creekside drive
102761,USA,95661,kaiser foundation hospital  roseville,ca,roseville,PLACER,(916) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,28138,1600 eureka road
102762,USA,95661,sutter roseville medical center,ca,roseville,PLACER,(916) 781-1000,Acute Care Hospitals,Voluntary non-profit - Private,76976,one medical plaza
102763,USA,95688,kaiser foundation hospital  vacaville,ca,vacaville,SOLANO,(707) 624-4000,Acute Care Hospitals,Voluntary non-profit - Private,60317,1 qualitydrive
102764,USA,95816,sutter medical center sacramento,ca,sacramento,SACRAMENTO,(916) 733-8999,Acute Care Hospitals,Voluntary non-profit - Private,35170,2825 capitol avenue
102765,USA,95817,shriners hospitals for children northern calif,ca,sacramento,SACRAMENTO,(916) 453-2000,Childrens,Voluntary non-profit - Private,56158,2425 stockton boulevard
102766,USA,95823,methodist hospital of sacramento,ca,sacramento,SACRAMENTO,(916) 423-6010,Acute Care Hospitals,Voluntary non-profit - Private,40247,7500 hospital drive
102767,USA,95825,kaiser foundation hospital  sacramento,ca,sacramento,SACRAMENTO,(916) 973-5000,Acute Care Hospitals,Voluntary non-profit - Private,70897,2025 morseavenue
102768,USA,95826,sutter center for psychiatry,ca,sacramento,SACRAMENTO,(916) 386-3000,Psychiatric,Proprietary,62348,7700 folsom blvd
102769,USA,95932,colusa medical center,ca,colusa,COLUSA,(530) 619-0800,Acute Care Hospitals,Proprietary,33954,199 e webster street
102770,USA,95945,sierra nevada memorial hospital,ca,grass valley,NEVADA,(530) 274-6000,Acute Care Hospitals,Voluntary non-profit - Other,80314,155 glasson way
102771,USA,95948,orchard hospital,ca,gridley,BUTTE,(530) 846-5671,Critical Access Hospitals,Voluntary non-profit - Private,74827,240 sprucestreet
102772,USA,95966,oroville hospital,ca,oroville,BUTTE,(530) 533-8500,Acute Care Hospitals,Voluntary non-profit - Private,72454,2767 olivehighway
102773,USA,95991,sutter surgical hospital  north valley,ca,yuba city,SUTTER,(530) 749-5700,Acute Care Hospitals,Physician,33273,455 plumasblvd
102774,USA,96001,mercy medical center redding,ca,redding,SHASTA,(530) 225-6102,Acute Care Hospitals,Voluntary non-profit - Private,66191,2175 rosaline ave clairmont hgts
102775,USA,96001,shasta regional medical center,ca,redding,SHASTA,(530) 244-5454,Acute Care Hospitals,Proprietary,49064,1100 buttest
102776,USA,96020,seneca district hospital,ca,chester,PLUMAS,(530) 258-2121,Critical Access Hospitals,Voluntary non-profit - Other,38843,130 brentwood drive
