SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,Unnamed: 15,CONCAT_ADDRESS
8498,CDM,ICON,C25003,,87000,Italy,Azienda Ospedaliero - Universitaria Policlinico di Modena,Modena,Modena,41124,,638,"Via DeL Pozzo, 71"
8499,CDM,PPD,SHP647-304,304-157,,Italy,Azienda Ospedaliero Universitaria Di Modena Policlinico,Emilia-Romagna,Modena,41124,,639,"Via del Pozzo, 71U.C. Gastroenterologia"
8507,CDM,PPD,C16029,28006,,Italy,Arcispedale Santa Maria Nuova,Emilia-Romagna,Reggio Emilia,42123,,647,"Via Risorgimento, 80Struttura Complessa Di  Ematologia"
8509,CDM,PRA,Ponatinib-3001,28004,1-1L9MVI7,Italy,Arcispedale Santa Maria Nuova,REGGIO NELLA EMILIA,Reggio Emilia,42123,,649,Viale Risorgimento 80
8510,CDM,PPD,C16019,1-9XD9R8,,Italy,Azienda Ospedaliero Universitaria di Parma,Emilia-Romagna,Parma,43100,,650,Via Gramsci 14Dipartimento Onco-ematologico InternisticoStruttura Complessa Oncologia Medica
8513,CDM,PRA,Brigatinib-2002,28006,1-1KAJK5U,Italy,Azienda Ospedaliero Universitaria di Parma,PARMA,Parma,43126,,653,Oncologia MedicaVia Gramsci 14
8517,CDM,PRA,TAK-906-2002,28006,1-1LDDM4N,Italy,Azienda Ospedaliero-Universitaria di Ferrara,FERRARA,Ferrara,44100,,657,Corso Giovecca 203
8518,CDM,PPD,Pevonedistat-3001,1-16QY8YG,,Italy,Azienda Ospedaliero-Universitaria di Ferrara - Arcispedale Sant' Anna,Ferrara,Cona,44124,,658,Via Aldo Moro 8U.O. di Ematologia
8519,CDM,PPD,TAK-079-1005,1-5D6R9CJ,,Italy,Azienda Ospedaliero-Universitaria di Ferrara - Arcispedale Sant' Anna,Ferrara,"Cona, Ferrara",44124,,659,"Via Aldo Moro, 8U.O. di Oncologia Clinica"
8520,CDM,ICON,C25001,,266139,Italy,IRCCS IRST MELDOLA,Italy,Meldola,47014,,660,IRCCS IRST MELDOLA
8521,CDM,PRA,C31004,28003,1-1C5O1I6,Italy,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,FORLI-CESENA,Meldola,47014,,661,Oncologia MedicaVia P Maroncelli 40
8524,CDM,PRA,Brigatinib-3001,28013,1-1L8BXO9,Italy,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,FORLI-CESENA,Meldola,47014,,664,Unita Operativa ToracicaVia Piero Maroncelli 40
8527,CDM,IQVIA,241501,120,1-2SW2WMS,Italy,Ospedale M. Bufalini,Cesena,Forli - Cesena,47028,,667,Viale Ghirotti 286
8528,CDM,PPD,C16021,28108,,Italy,Ospedale Infermi di Rimini,Emilia-Romagna,Rimini,47900,,668,Via Settembrini 2Dipartimento di Oncologia ed Oncoematologia
8531,CDM,PPD,C16029,28004,,Italy,Ospedale Santa Maria Delle Croci,Emilia-Romagna,Ravenna,48100,,671,Viale Randi 5U.O. Ematologia
8532,CDM,PPD,C16019,28904,,Italy,Ospedale Santa Maria Delle Croci,Ravenna,Ravenna,48100,,672,Viale Randi 5U.O. Ematologia
8535,CDM,PRA,C31004,28009a,1-1G0DYG2,Italy,Presidio Ospedaliero di Lugo,RAVENNA,Ravenna,48100,,675,AUSL di RavennaOncologia MedicaViale Randi 5
8536,CDM,PRA,C31004,28009,1-1C5O19M,Italy,Azienda Unita Sanitaria Locale di Ravenna,RAVENNA,Ravenna,48121,,676,Ospedale Santa Maria delle CrociUnit operativa di oncologiaViale Randi 5
8537,CDM,PRA,AP26113-13-301,479,1-1FA47VI,Italy,Azienda Unita Sanitaria Locale di Ravenna,RAVENNA,Ravenna,48121,,677,Via Alcide De Gasperi 8
8538,CDM,PRA,Ponatinib-3001,28007,1-1L9MVJG,Italy,Azienda USL della Romagna,RAVENNA,Ravenna,48121,,678,UO EmatologiaViale Vincenzo Randi 5
8540,CDM,PPD,TAK-788-3001,28002,,Italy,Ospedale Santa Maria Delle Croci,Emilia-Romagna,Ravenna,48121,,680,Viale Randi 5U.O. Oncologia MedicaASL6 Presidio Ospedaliero Livorno
8541,CDM,PRA,Brigatinib-1001,28005,1-1K6TW8F,Italy,Ospedale Santa Maria delle Croci,RAVENNA,Ravenna,48121,,681,UOC Oncologia MedicaPresidio Ospedaliero di RavennaViale Randi 5
8543,CDM,PPD,MLN0002-3024,1-8E2ICFM,,Italy,Hospital Virgen de la Concha,Zamora,Zamora,49022,,683,Avenida Requejo 35
8544,CDM,PPD,SHP620-303,610,,Italy,Azienda Ospedaliero Universitaria Pisana,Toscana,Pisa,50125,,684,Via Roma 67Unità Operativa Ematologia
8546,CDM,PPD,SHP675-301,1-8C33IEC,,Italy,Azienda Ospedaliera Universitaria Careggi,Emilia-Romagna,Bologna,50134,,686,Largo Brambilla 3SOD Malattie Emorragiche e della Coagulazione
8548,CDM,IQVIA,071102,380,1-2GFAYCN,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50134,,688,"Careggi Largo Brambilla, 3"
8550,CDM,PPD,Pevonedistat-1016,1-3LK7HRT,,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50134,,690,"Largo Brambilla 3SOD Ematologia, Dipartimento ad Attività Integrata di Biomedica"
8551,CDM,PPD,SHP620-302,1-TBIUG6,,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50134,,691,Largo Brambilla 3
8552,CDM,IQVIA,201501,813,1-2HR7B3Q,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50134,,692,"Largo Brambilla, 3Padiglione 15 Piastra dei ServiziPiano terra, stanza 31"
8563,CDM,ICON,C25001,,69789,Italy,Azienda Ospedaliera Universitaria Careggi,Italy,Firenze,50134,,703,A.O.U. CareggiEmatologia Pad. 16Largo Brambilla 3
8564,CDM,PPD,Pevonedistat-1016,1-3P1FS2B,,Italy,Azienda Ospedaliera Universitaria Careggi,Toscana,Firenze,50134,,704,Largo Brambilla 3S.O.D. Ematologia
8566,CDM,PPD,SHP647-306,1-170R13V,,Italy,Azienda Ospedaliera Universitaria Careggi,Toscana,Firenze,50134,,706,"Largo Brambilla, 3Department of Gastroenterology"
8574,CDM,PPD,Alofisel-5003,28006,,Italy,Azienda Ospedaliera Universitaria Careggi,Toscana,Firenze,50134,,714,Viale Gaetano Pieraccini
8576,CDM,PPD,Alofisel-5004,1-3QGRYF0,,Italy,Azienda Ospedaliera Universitaria Careggi,Toscana,Florence,50134,,716,Viale Morgani 85Department of Gastroenterology
8577,CDM,PPD,C16010,28002,,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50139,,717,Viale Pieraccini 17
8578,CDM,PPD,C16021,28111,,Italy,Azienda Ospedaliera Universitaria Careggi,Toscana,Firenze,50139,,718,"Viale Pieraccini, 17Unità Operativa di Ematologia"
8579,CDM,PPD,Brigatinib-1002,1-61GZI3W,,Italy,Azienda Ospedaliero Universitaria A Meyer - INCIPIT - PIN,Firenze,Firenze,50139,,719,Viale Gaetano Pieraccini 24Dipartimento Oncoematologia
8583,CDM,PPD,SHP620-303,1-TJ7MKS,,Italy,Azienda Ospedaliero Universitaria A Meyer - INCIPIT - PIN,Toscana,Firenze,50139,,723,Viale Pieraccini 24Dipartimento Oncoematologia
8586,CDM,PPD,SHP634-401,401510,,Italy,"Universita di Firenze, Dipartimento di Chirurgia e Medicina Traslazionale (DCMT)",Firenze,Firenze,50139,,726,Viale Pieraccini 6Dipartimento Di Medicina Generale
8587,CDM,IQVIA,MLN0002SC-3030,28005,1-26CTGW3,Italy,Azienda Ospedaliera Universitaria Careggi,Firenze,Firenze,50141,,727,Largo Brambilla 3
8590,CDM,PRA,AP26113-13-301,631,1-1FC4W2Q,Italy,Azienda Ospedaliera Sant'Andrea,PISA,Pisa,56100,,730,Ospedale Santa ChiaraVia Roma 67
8591,CDM,IQVIA,161302,161302-501,1-1V0B3CR,Italy,Azienda Ospedaliero Universitaria Pisana,Pisa,Pisa,56100,,731,Via Roma 67
8592,CDM,PPD,TAK-788-3001,28001,,Italy,Azienda Ospedaliero Universitaria Pisana,Toscana,Pisa,56100,,732,Via Roma 67Presidio Cisanello UO PnemologiaEdificio 10
8595,CDM,PPD,TAK-079-1005,1-5D87TEE,,Italy,Azienda Ospedaliero Universitaria Pisana,Toscana,Pisa,56123,,735,Vdct Roma 67
8596,CDM,IQVIA,MLN0002SC-3030,28017,1-26CTGZZ,Italy,Azienda Ospedaliero Universitaria Pisana,Pisa,Pisa,56124,,736,"AOUP sede Cisanello, Edificio 10 , piano terrastanza 3. Via Paradisa 2"
8597,CDM,PPD,TAK-788-3001,1-52QPCCM,,Italy,Azienda Ospedaliero Universitaria Pisana,Toscana,Pisa,56124,,737,Via Paradisa 2U.O. Pneumologia 2
8598,CDM,PRA,TAK-906-2002,28003,1-1KDOQ25,Italy,Azienda Ospedaliero-Universitaria Pisana Ospedale Cisanello,PISA,Pisa,56124,,738,Unit Operativa GastroenteroligaVia Paradisa 2
8599,CDM,IQVIA,161505,286,1-2O2TDML,Italy,Azienda Ospedaliero Universitaria Pisana,Pisa,Pisa,56126,,739,"Via Roma, 67."
8602,CDM,PPD,SHP634-401,401513,,Italy,Università Di Pisa,Toscana,Pisa,56126,,742,Via Roma 67Dipartimento Di Medicina Interna - Istituto Di Reumatologia Clinica
8603,CDM,PPD,P2002,1-5PK15BU,,Italy,Azienda Ospedaliero Universitaria Pisana,Toscana,Pisa,56127,,743,Via Roma 67UO Ematologia
8604,CDM,PPD,MLN0002-3024,1-7K1AWHU,,Italy,Azienda Ospedaliero Universitaria A Meyer - INCIPIT - PIN,Toscana,Pisa,58126,,744,Via Roma 67Oncoematologia E Trapianti
8605,CDM,PPD,NSMM-5001,28004,,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona-Umberto I G.M. Lancisi G. Salesi,Ancona,Ancona,60020,,745,Via Conca 71Clinica Di Oncologia Medica
8606,CDM,PPD,C16029,1-Y43S35,,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona-Umberto I G.M. Lancisi G. Salesi,Marche,Ancona,60020,,746,Via Conca 71Clinica di Ematologia - Unità di Trapianto di cellule staminali e terapia cellulare
8607,CDM,PPD,SHP647-301,1-16HZSG7,,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona-Umberto I G.M. Lancisi G. Salesi,Marche,Ancona,60020,,747,"Via Conca 71Clinica di Gastroenterologia, Epatologia ed Endoscopia Digestiva d'UrgenzaG. Salesi di Ancona- Presidio Ospedaliero di Alta Specializzazione G.Salesi"
8615,CDM,PPD,FOS,019,,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona-Umberto I G.M. Lancisi G. Salesi,Ancona,Ancona,60123,,755,"Vai Corridoni, 11Clinica di Pediatria"
8617,CDM,IQVIA,161301,161301-050,1-22I20NO,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti,Torrette di Ancona,Ancona,60126,,757,"Via Conca, 71ITA1671"
8619,CDM,PRA,Vedolizumab-3035,28008,1-1LL00NS,Italy,Azienda Ospedaliero Universitaria Ospedali Riuniti di Ancona,ANCONA,Ancona,60126,,759,Via Conca 71Torrette
8620,CDM,PPD,SHP620-302,1-B8RE1DJ,,Italy,Azienda Ospedaliera Ospedali Riuniti Marche Nord,Marche,Pesaro,61100,,760,Via LombrosoUnità Operativa Ematologia
8621,CDM,PPD,C16029,28017,,Italy,Azienda Ospedaliera Ospedali Riuniti Marche Nord,Marche,Pesaro,61122,,761,Via Lombroso 1U.O.C. Ematologia e Centro Trapianti
8622,CDM,PRA,AP24534-14-203,689,1-1FD38LX,Italy,Azienda Ospedaliera Ospedali Riuniti Marche Nord,PESARO E URBINO,Pesaro,61122,,762,Via Lombroso 1
8623,CDM,PRA,Vedolizumab-3035,28006,1-1LV4U3W,Italy,Ospedale Mazzoni,MARCHE,Ascoli Piceno,63100,,763,Via Degli Iris 6
8624,CDM,PRA,AP24534-14-203,688,1-1FD38NG,Italy,Azienda Sanitaria Locale di Pescara Ospedale Civile Dello Spirito Santo,PESCARA,Pescara,65100,,764,Via Fonte Romana
8625,CDM,PPD,C16019,28915,,Italy,Presidio Ospedaliero di Pescara,Abruzzo,Pescara,65100,,765,"Via Fonte Romana, 8Ematologia con Trapianto"
8626,CDM,PRA,Vedolizumab-3035,28001,1-1LL00II,Italy,Presidio Ospedaliero di Pescara,PESCARA,Pescara,65125,,766,Dipartimento di EmatologiaVia Fonte Romana 8
8627,CDM,PPD,TAK-079-1005,1-5D7EOXH,,Italy,Ospedale Clinicizzato SS Annunziata,Abruzzo,Chieti,66013,,767,Via Dei VestiniClinica Neurologica
8628,CDM,IQVIA,161403,294,1-2Y4P70G,Italy,Ospedale Clinicizzato SS. Annunziata,Chieti,Chieti,66013,,768,Via dei Vestini
8630,CDM,PRA,SYR-322_309,28005,1-1FLIUDV,Italy,Ospedale Policlinico SS Annunziata,CHIETI,Chieti,66100,,770,Universita Degli Studi Azienda ASL Chieti  Clinica PediatricaVia Dei Vestini 5
8631,CDM,IQVIA,TED-R13-002,0701,1-3JX5BL9,Italy,Ospedale Monsignor Raffaele Dimiccoli,Barletta,Bari,70051,,771,"Viale Ippocrate, 15"
8632,CDM,PPD,C16021,28116,,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari - INCIPIT - PIN,Puglia,Bari,70120,,772,Piazza Giulio Cesare 11Medicina Interna Universitaria G. Baccelli
8633,CDM,PRA,Vedolizumab-3035,28002,1-1LL50CP,Italy,Azienda Ospedaliera Policlinico di Bari,BARI,Bari,70124,,773,Dipart di EmatologiaPiazza Giulio Cesare 11
8634,CDM,PRA,TAK-041-2001,Blasi,1-1L8CZCM,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari,BARI,Bari,70124,,774,Dipartimento di Psichiatria11 Piazza G Cesare
8635,CDM,IQVIA,C25004,28003,1-272ZSE3,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari,Bari,Bari,70124,,775,"P.zza Giulio Cesare, 11"
8640,CDM,PPD,Pevonedistat-3001,28007,,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari - INCIPIT - PIN,Puglia,Bari,70124,,780,Piazza Giulio Cesare 11
8642,CDM,PPD,SHP647-306,1-170PXXD,,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari - INCIPIT - PIN,Puglia,Bari,70124,,782,Piazza Giulio Cesare 11U.O. Gastroentoerologia Universitaria
8650,CDM,PPD,C16029,1-Y43S7J,,Italy,IRCCS Giovanni Paolo II Istituto Oncologico,Puglia,Bari,70124,,790,"Via Orazio Flacco, 65Unità Operativa Di Oncologia Medica Sperimentale, Dipartimento Di Oncologia Medica"
8651,CDM,PPD,TAK-788-3001,1-52QPCB8,,Italy,IRCCS Giovanni Paolo II Istituto Oncologico,Puglia,Bari,70124,,791,Viale Orazio Flacco 65
8653,CDM,IQVIA,161505,283,1-2O2TDJV,Italy,IRCCS Ospedale Casa Sollievo della Sofferenza,San Giovanni Rotondo,Foggia,71013,,793,Viale Cappuccini 1Liver Unit  IRCCS San Giovanni Rotondo
8657,CDM,PRA,C34004,28002,1-1C7Y2ZQ,Italy,Ospedale Casa Sollievo della Sofferenza,FOGGIA,San Giovanni Rotondo,71013,,797,Viale Cappuccini 1
8659,CDM,PPD,C16029,1-Y2IF0C,,Italy,Ospedale Casa Sollievo Della Sofferenza IRCCS,Puglia,San Giovanni Rotondo,71013,,799,"Viale Cappuccini 1Dipartimento Di Onco-ematologia, Struttura Complessa Di Ematologia E Trapianto Di Cellule Staminali"
8661,CDM,PPD,SHP647-303,303-161,,Italy,Ospedale Casa Sollievo Della Sofferenza IRCCS,Puglia,San Giovanni Rotondo,71013,,801,Viale Cappuccini 1S.C. di Gastroenterologia ed Endoscopia Digestiva
8665,CDM,PPD,C16021,28106,,Italy,Ospedale Casa Sollievo Della Sofferenza IRCCS,Puglia,San Giovanni Rotondo (FG),71013,,805,Viale Cappuccini 1Dipartimento di Onco-ematologia - Struttura Complessa di Ematologia
8667,CDM,PPD,C16029,28019,,Italy,Azienda Ospedaliera Cardinale G Panico,Lecce,Tricase,73039,,807,"Via San Pio X, 4Dipartimento di Ematologia e Medicina Trasfusionale"
8670,CDM,PRA,Ponatinib-3001,28013,1-1KR0TX1,Italy,Azienda Ospedaliera Vito Fazzi,LECCE,Lecce,73100,,810,Unit Operativa di EmatologiaPiazza Filippo Muratore 1
8671,CDM,PPD,SHP647-304,1-4MQU18O,,Italy,AOU dell'Università degli Studi della Campania Luigi Vanvitelli,Campania,Napoli,80100,,811,Piazza MiragliaUnità Operativa Complessa Di Gastroenterologia Ed Endoscopia Digestiva Divisione Di MedicinaPadiglione B 1° Piano
8676,CDM,IQVIA,MLN0002SC-3031,28013,1-1SOGHBL,Italy,Azienda Ospedaliero Universitaria Consorziale Policlinico di Bari,Bari,Bari,80100,,816,Piazza Giulio Cesare
8678,CDM,IQVIA,071102,383,1-2OX1HYL,Italy,Azienda Ospedaliera Pediatrica Santobono Pausillipon,Napoli,Napoli,80122,,818,"Via Posillipo, 226"
8680,CDM,PPD,C16010,28004,,Italy,AORN A Cardarelli,Campania,Naples,80131,,820,Via Antonio Cardarelli 9Divisione di Ematologia con Trapianto di Cellule Staminali Emopoietiche
8682,CDM,PPD,C16019,1-9XF4G0,,Italy,AORN A Cardarelli,Campania,Napoli,80131,,822,Via Antonio Cardarelli 9
8683,CDM,PPD,TAK-079-1004,1-5R1ZUY1,,Italy,AORN A Cardarelli,Campania,Napoli,80131,,823,Via Antonio Cardarelli 9Divisione di Ematologia con Trapianto di Cellule Staminali Emopoietiche
8687,CDM,PPD,TAK-788-3001,28007,,Italy,AORN Dei Colli- Ospedale Monaldi Napoli,Campania,Napoli,80131,,827,Via Leonardo BianchiUOC diPneumotisiologia
8689,CDM,PPD,MLN0002-3025,3025-28006,,Italy,AOU dell'Università degli Studi della Campania Luigi Vanvitelli,Campania,Napoli,80131,,829,Via Sergio Pansini 5UOC di Pneumotisiologia
8691,CDM,IQVIA,MLN0002SC-3030,28012,1-26CTGWI,Italy,"Azienda Ospedaliera Universitaria ""Federico II""",Napoli,Napoli,80131,,831,Via Pansini 5Edificio 16 piano IV
8695,CDM,PPD,SHP617-400,P40042,,Italy,Azienda Ospedaliera Universitaria Federico II,Campania,Napoli,80131,,835,5 Via Sergio Pansini
8696,CDM,PPD,SHP647-307,1-4MT3BX3,,Italy,Azienda Ospedaliera Universitaria Federico II,Campania,Napoli,80131,,836,Via Pansini 5Dipartimento Di Medicina Clinica E Sperimentale
8698,CDM,PPD,Pevonedistat-3001,1-16QY933,,Italy,Azienda Ospedaliera Universitaria Federico II,Campania,Napoli,80131,,838,Via Pansini 5Dipartimento Di Biochimica E Biotecnologie Mediche
8704,CDM,PPD,SHP675-301,1-3P63B86,,Italy,Azienda Ospedaliera Universitaria Federico II,Campania,Napoli,80131,,844,"Via Pansini, 5Dipartimento Di Medicina Clinica Scienze Cardiovascolari East Immunologiche"
8709,CDM,PPD,MLN0002-3025,3025-28001,,Italy,Azienda Ospedaliera Universitaria Federico II,Campania,Napoli,80131,,849,Via Sergio Pansini 5UOC di Pneumotisiologia
8713,CDM,PPD,SHP647-305,1-XL01UN,,Italy,Azienda Ospedaliera Universitaria Federico II,Napoli,Napoli,80131,,853,Via Pansini 5Dipartimento Di Medicina Clinica E Sperimentale
8714,CDM,PPD,TAK-079-1004,28402,,Italy,Azienda Ospedaliera Universitaria Federico II,Napoli,Napoli,80131,,854,Via Pansini 5UO di Ematologia e Trapianto di Cellule Staminali EmopoieticheEdificio 1
8721,CDM,PPD,SHP647-301,1-5HBPVOO,,Italy,Casa di Cura Santa Rita,Campania,Napoli,80131,,861,Via Sergio Pansini 5U.O.C. Gastroenterologia ed Epatologia
8726,CDM,PPD,C16019,1-4KXEL1,,Italy,Istituto Nazionale Per Lo Studio E La Cura Dei Tumori Fondazione Giovanni Pascale,Campania,Napoli,80131,,866,Via Mariano SemmolaSC Ematologia Oncologica
8727,CDM,PPD,C16029,1-YFS7HB,,Italy,Istituto Nazionale Per Lo Studio E La Cura Dei Tumori Fondazione Giovanni Pascale,Napoli,Napoli,80131,,867,Via SemmolaDipartimento di Oncoematolgia e trapianto di cellule staminali
8728,CDM,PRA,C31005,28003,1-1BVWOXF,Italy,Istituto Nazionale Tumori IRCCS Fondazione Pascale,NAPOLI,Napoli,80131,,868,Oncologia Medica BVia Mariano Semmola
8729,CDM,PRA,Brigatinib-3001,28011,1-1L6OLQQ,Italy,Istituto Nazionale Tumori IRCCS Fondazione Pascale,NAPOLI,Napoli,80131,,869,Oncologia Medica Toraco PolmonareVia Mariano Semmola
8733,CDM,IQVIA,TAK-831-2002,28001,1-45LSMQM,Italy,Azienda Ospedaliera Universitaria- Università degli Studi della Campania “Luigi Vanvitelli”,Napoli,Napoli,80138,,873,Largo Madonna delle Grazie 1
8734,CDM,PRA,TAK-041-2001,Galderisi,1-1L8CZDV,Italy,Azienda Ospedaliera Universitaria Universita della Campania Luigi Vanvitelli,NAPOLI,Napoli,80138,,874,Via Santa Maria di Costantinopoli 104
8735,CDM,PPD,Alofisel-5003,1-3DBC2L2,,Italy,Università degli Studi di Napoli Federico II,Campania,Napoli,80138,,875,"Corso Umberto, 40"
8736,CDM,IQVIA,241501,123,1-2SW0CJ5,Italy,Ospedale San Giovanni Bosco,Napoli,Napoli,80144,,876,"Via F.M. Briganti, 255"
8738,CDM,PRA,AP26113-13-301,477,1-1FAP7PO,Italy,Azienda Ospedaliera San Giuseppe Moscati,AVELLINO,Avellino,83100,,878,UO di Oncologia MedicaContrada Amoretta
8739,CDM,PPD,SHP647-304,304-166,,Italy,ASL Salerno Nocera Inferiore- Ospedale Umberto I,Salerno,Nocera Inferiore,84014,,879,Via San Francesco 1UOC Gastroenterologia e Endoscopia Digestiva
8744,CDM,IQVIA,SHP643-303,167,1-4S0PE0R,Italy,Azienda Ospedaliera Universitaria OO. RR. S. Giovanni di Dio e Ruggi D'Aragona,Salerno,Salerno,84131,,884,Via S. Leonardo
8746,CDM,PPD,FOS,265,,Italy,Careggi University Hospital,Firenze,Firenze,85,,886,Viale Morgagni
8747,CDM,PPD,C16019,28909,,Italy,IRCCS Centro Di Riferimento Oncologico Della Basilicata,Potenza,Rionero In Vulture,85028,,887,"Via Provinciale, 8U.O Ematologia e Trapianto di Cellule Staminali"
8748,CDM,PPD,C16021,1-8AIFIF,,Italy,IRCCS Centro Di Riferimento Oncologico Della Basilicata,Potenza,Rionero in Vulture PZ,85028,,888,Via Provinciale 8Unità Operativa di Ematologia e Trapianto di Midollo Osseo
8750,CDM,PPD,NSMM-5001,28003,,Italy,Ospedale Civile Dell'annunziata,Calabria,Cosenza,87100,,890,Via Felice MiglioriDipartimento di Oncoematologia
8752,CDM,IQVIA,241501,116,1-2SW0CM2,Italy,"Azienda Ospedaliera di Catanzaro ""Pugliese-Ciaccio""",Catanzaro,Catanzaro,88100,,892,"Viale Pio X, 10"
8753,CDM,PPD,SHP647-302,1-170PXG1,,Italy,Azienda Ospedaliera Mater Domini Di Catanzaro,Calabria,Catanzaro,88100,,893,Viale Europa-Località GermanetoU.O. Fisiopatologia Digestiva
8760,CDM,PPD,HOS,134,,Italy,Azienda Ospedaliera Pugliese Ciaccio,Calabria,Catanzaro,88100,,900,Viale Pio XUnità Operativa di Pediatria - Ambulatorio di Pediatria Genetica
8763,CDM,PRA,C34004,28008,1-1C8DFRH,Italy,Azienda Grande Ospedale Metropolitano Bianchi Melacrino Morelli,REGGIO CALABRIA,Reggio Calabria,89100,,903,Unit Opertiva di EmatologiaVia Melacrino 21
8764,CDM,PRA,Vedolizumab-3035,28003,1-1LMS7LS,Italy,Azienda Grande Ospedale Metropolitano Bianchi Melacrino Morelli,CALABRIA,Reggio Calabria,89122,,904,Centro Unico Regionale Trapianti di Cellule Staminali e Terapie CellulariVia G Melacrino
8765,CDM,PPD,SHP620-302,1-B8RE1D7,,Italy,Grande Ospedale Metropolitano Bianchi-Melacrino-Morelli,Calabria,Reggio Calabria,89124,,905,Via Ospedali Riuniti Vallone PetraraCentro Unico Regionale Trapianti di Cellule Staminali e Terapie Cellulari
8766,CDM,PPD,P2002,28012,,Italy,Grande Ospedale Metropolitano Bianchi-Melacrino-Morelli,Calabria,Reggio Calabria,89133,,906,Viale EuropaU.O.C. di EmatologiaPresidio Morelli
8768,CDM,IQVIA,TAK-743-3001,173,1-553HWSW,Italy,"A.O. Ospedali riuniti Villa Sofia - Cervello, Palermo",Palermo,Palermo,90100,,908,via Trabucci 180
8770,CDM,IQVIA,281102,033,1-513DZOK,Italy,"Azienda Ospedaliera Universitaria ""Policlinico - Vittorio Emanuele"" (Presidio Ferrarotto Alessi)",Catania,Catania,90124,,910,"Via S. Citelli, 6"
8771,CDM,PPD,FOS,210,,Italy,Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone,Palermo,Palermo,90127,,911,Piazza delle cliniche 2Dept    U.O. di Medicina interna e cardioangiologia
8772,CDM,PPD,SHP647-301,1-43M0CXC,,Italy,Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone,Sicilia,Palermo,90127,,912,Via Del Vespro 129
8780,CDM,PPD,Alofisel-5003,28005,,Italy,Azienda Ospedaliera Ospedali Riuniti Villa Sofia-Cervello,Sicilia,Palermo,90145,,920,"Via Trabucco, 180UO Medicina Interna"
8781,CDM,PRA,Ponatinib-3001,28008,1-1KR0U7X,Italy,Azienda Ospedaliera Ospedali Riuniti Villa Sofia-Cervello,PALERMO,Palermo,90146,,921,UOC Ematologia IVia Trabucco 180
8783,CDM,PRA,C34004,28007,1-1C8CB41,Italy,Azienda Ospedaliera Ospedali Riuniti Villa Sofia-Cervello,PALERMO,Palermo,90146,,923,Via Trabucco 180
8784,CDM,PPD,MLN0002-3024,1-7K1AWI6,,Italy,Azienda Ospedaliera Ospedali Riuniti Villa Sofia-Cervello,Sicilia,Palermo,90146,,924,Piazza Salerno A CruillasDivisione Di Pediatria Ii - Servizio Di Talassemia
8785,CDM,PPD,SHP647-305,1-XHC7OF,,Italy,Azienda Ospedaliera Ospedali Riuniti Villa Sofia-Cervello,Sicilia,Palermo,90146,,925,Viale Strasburgo 233UO Medicina Interna 2
8792,CDM,IQVIA,MLN0002SC-3031,28003,1-1S4NEJG,Italy,Azienda Ospedaliera Vincenzo Cervello,Palermo,Palermo,90146,,932,"Via Trabucco, 180"
8796,CDM,IQVIA,TAK-994-1501,28004,1-53TBA6U,Italy,IRCCS Oasi Maria SS,Troina,Enna,94018,,936,"Via Conte Ruggero, 73"
8797,CDM,IQVIA,MLN0002SC-3030,28004,1-26CTH18,Italy,Azienda Ospedaliera Ospedale Cannizzaro,Catania,Catania,95100,,937,Via Messina 829
8799,CDM,PPD,TAK-079-1004,28403,,Italy,Azienda Ospedaliera Di Rilievo Nazionale E Di Alta Specializzazione Garibaldi,Sicilia,Catania,95122,,939,"Via Palermo, 636U.O.C. Ematologia"
8800,CDM,PPD,TAK-788-3001,28008,,Italy,Azienda Ospedaliero Universitaria Policlinico Vittorio Emanuele,Sicilia,Catania,95122,,940,"Via S. Sofia, 78"
8801,CDM,PRA,AP26113-13-301,475,1-1GE4VC0,Italy,Azienda Ospedaliero - Universitaria Policlinico - Vittorio Emanuele,CATANIA,Catania,95123,,941,UOC Oncologia MedicaVia Santa Sofia 78
